ID,Project_Code,PQ,PO_SO,ASN_DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule_Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Delivery_Delay_Days,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD,Year,Month,Quarter,Month_Name
72,PC-21534,PQ,PO458349,ASN54104,Vietnam,PMO - US,Direct Drop,FCA,Ocean,ANTIMALARIA,Sub-12,Cipla Ltd.,Medicine T 100mg,Type-12,Brand-B,50mg,Capsule,90,992,44228.04,416.82,0.62,Ranbaxy,No,2015-06-12,2015-09-04,2015-09-01,2015-09-04,-3,1037.4,1417.6,442.28,2015,9,3,September
73,PC-50397,PQ,PO112809,ASN15316,Vietnam,PMO - US,Direct Drop,EXW,Ocean,Safety,Sub-13,Ranbaxy Fine Chemicals Limited,Medicine U 100mg,Type-13,Brand-C,100mg,Tablet,30,9540,98165.43,10.95,0.63,Matrix,Yes,2015-05-06,2015-07-24,2015-07-25,2015-07-26,1,2779.11,2300.74,981.65,2015,7,3,July
74,PC-11016,PQ,PO688738,ASN48130,Vietnam,PMO - NG,From RDC,CIF,Air,ARV,Sub-14,"Aurobindo Unit III, India",Medicine V 100mg,Type-14,Brand-D,50mg,Solution,120,2533,13625.82,131.95,4.97,Ranbaxy,Yes,2015-04-02,2015-06-05,2015-06-06,2015-06-09,1,3232.68,15276.75,136.26,2015,6,2,June
75,PC-99789,PQ,PO400572,ASN80229,South Africa,PMO - US,From RDC,EXW,Air,HRDT,Sub-15,Ranbaxy Fine Chemicals Limited,Medicine W 100mg,Type-15,Brand-E,500mg,Tablet,90,1290,48898.88,94.5,5.93,Hetero Unit III,Yes,2015-07-13,2015-08-22,2015-09-05,2015-09-07,14,1061.38,2176.56,488.99,2015,9,3,September
76,PC-65591,PQ,PO959222,ASN39954,Haiti,PMO - US,Direct Drop,CIF,Air,Safety,Sub-16,Ranbaxy Fine Chemicals Limited,Medicine X 100mg,Type-1,Brand-F,50mg,Capsule,60,1837,20923.29,233.55,0.13,Aurobindo Unit III,No,2015-04-15,2015-06-03,2015-06-03,2015-06-03,0,1126.58,3622.28,209.23,2015,6,2,June
77,PC-99812,PQ,PO211126,ASN31652,Haiti,PMO - US,Direct Drop,EXW,Air,HRDT,Sub-17,"Aurobindo Unit III, India",Medicine Y 100mg,Type-2,Brand-G,50mg,Capsule,30,8945,70474.63,453.12,6.36,Aurobindo Unit III,No,2015-09-03,2015-10-31,2015-11-30,2015-12-04,30,2045.12,4397.85,704.75,2015,11,4,November
78,PC-33247,PQ,PO452465,ASN24178,Zimbabwe,PMO - NG,Direct Drop,FCA,Ocean,Emergency,Sub-18,Cipla Ltd.,Medicine Z 100mg,Type-3,Brand-H,50mg,Tablet,30,6127,39777.0,7.48,4.95,Matrix,Yes,2015-05-24,2015-07-18,2015-08-17,2015-08-20,30,1838.59,1668.46,397.77,2015,8,3,August
79,PC-34300,PQ,PO888525,ASN61163,South Africa,PMO - US,Direct Drop,EXW,Air Charter,HRDT,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine A 100mg,Type-4,Brand-I,500mg,Solution,60,436,65198.32,246.66,2.32,Aurobindo Unit III,Yes,2015-05-11,2015-06-13,2015-06-12,2015-06-15,-1,239.42,1361.52,651.98,2015,6,2,June
80,PC-84065,PQ,PO668786,ASN24751,South Africa,PMO - NG,From RDC,DDP,Ocean,HIV test,Sub-20,"Aurobindo Unit III, India",Medicine B 100mg,Type-5,Brand-J,100mg,Tablet,100,534,34502.71,442.97,0.25,Ranbaxy,Yes,2015-04-02,2015-05-23,2015-05-18,2015-05-20,-5,473.82,667.06,345.03,2015,5,2,May
81,PC-92798,PQ,PO740539,ASN75961,Zimbabwe,PMO - SA,From RDC,DDP,Ocean,HRDT,Sub-1,Hetero Unit III India,Medicine C 100mg,Type-6,Brand-A,50mg,Solution,90,1371,56890.05,463.48,1.65,Aurobindo Unit III,Yes,2015-02-06,2015-03-19,2015-03-18,2015-03-18,-1,1212.34,1575.77,568.9,2015,3,1,March
82,PC-19268,PQ,PO665273,ASN13044,Côte d'Ivoire,PMO - NG,From RDC,FCA,Air Charter,HRDT,Sub-2,Hetero Unit III India,Medicine D 100mg,Type-7,Brand-B,200mg,Solution,60,4682,47444.56,330.36,6.04,Aurobindo Unit III,Yes,2015-01-03,2015-03-08,2015-03-09,2015-03-13,1,2246.89,11383.15,474.45,2015,3,1,March
83,PC-96807,PQ,PO918441,ASN73165,Zimbabwe,PMO - US,Direct Drop,FCA,Air,ANTIMALARIALS,Sub-3,"Aurobindo Unit III, India",Medicine E 100mg,Type-8,Brand-C,50mg,Tablet,120,9792,38062.13,415.73,6.62,Aurobindo Unit III,Yes,2015-07-02,2015-09-25,2015-09-25,2015-09-27,0,11696.5,52702.01,380.62,2015,9,3,September
84,PC-22185,PQ,PO490659,ASN21480,Zambia,PMO - SA,From RDC,CIF,Air,ARV,Sub-4,Hetero Unit III India,Medicine F 100mg,Type-9,Brand-D,500mg,Solution,90,6943,54214.95,165.41,6.51,Cipla,Yes,2015-01-18,2015-02-25,2015-02-26,2015-02-26,1,7013.75,17846.02,542.15,2015,2,1,February
85,PC-73704,PQ,PO117718,ASN75439,Nigeria,PMO - US,From RDC,FCA,Ocean,ARV,Sub-5,Ranbaxy Fine Chemicals Limited,Medicine G 100mg,Type-10,Brand-E,500mg,Solution,60,5289,38996.07,146.55,1.62,Cipla,Yes,2015-03-29,2015-06-18,2015-06-21,2015-06-22,3,2860.65,3411.29,389.96,2015,6,2,June
86,PC-96779,PQ,PO378849,ASN53874,Haiti,PMO - NG,Direct Drop,DDP,Ocean,HRDT,Sub-6,"Aurobindo Unit III, India",Medicine H 100mg,Type-11,Brand-F,200mg,Solution,60,1867,80795.86,29.31,9.12,,Yes,2015-08-25,2015-10-09,2015-10-10,2015-10-10,1,1071.74,833.15,807.96,2015,10,4,October
87,PC-49099,Non-PQ,PO449762,ASN76775,Nigeria,PMO - SA,Direct Drop,FCA,Ocean,ARV,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-12,Brand-G,500mg,Capsule,30,904,50028.52,254.09,4.17,Hetero Unit III,Yes,2015-05-10,2015-07-20,2015-07-20,2015-07-22,0,261.73,383.94,500.29,2015,7,3,July
88,PC-18571,PQ,PO162598,ASN16566,Haiti,PMO - SA,Direct Drop,DDP,Air Charter,ANTIMALARIA,Sub-8,Matrix Laboratories,Medicine J 100mg,Type-13,,500mg,Solution,30,7965,90409.6,230.64,7.7,Hetero Unit III,Yes,2015-08-27,2015-11-01,2015-11-04,2015-11-07,3,2641.65,20432.18,904.1,2015,11,4,November
89,PC-48044,PQ,PO964310,ASN95311,South Africa,PMO - SA,Direct Drop,FCA,Air,Emergency,Sub-9,Cipla Ltd.,Medicine K 100mg,Type-14,Brand-I,500mg,Tablet,30,4878,23057.62,189.1,1.75,Ranbaxy,No,2015-01-17,2015-03-01,2015-03-01,2015-03-05,0,1496.85,4348.94,230.58,2015,3,1,March
90,PC-61214,PQ,PO374383,ASN63149,Vietnam,PMO - US,Direct Drop,DDP,Ocean,Safety,Sub-10,Cipla Ltd.,Medicine L 100mg,Type-15,Brand-J,100mg,Capsule,90,3280,12100.26,61.1,4.76,Ranbaxy,Yes,2015-08-16,2015-10-07,2015-10-07,2015-10-11,0,2817.0,1491.31,121.0,2015,10,4,October
91,PC-71228,PQ,PO933054,ASN13006,Zimbabwe,PMO - SA,Direct Drop,CIF,Air,HRDT,Sub-11,Cipla Ltd.,Medicine M 100mg,Type-1,Brand-A,500mg,Solution,100,2411,38715.77,119.23,5.26,Matrix,No,2015-09-09,2015-11-10,2015-11-10,2015-11-11,0,2288.61,9021.56,387.16,2015,11,4,November
92,PC-58984,PQ,PO670953,ASN82561,Zimbabwe,PMO - SA,From RDC,EXW,Air Charter,Emergency,Sub-12,"Aurobindo Unit III, India",Medicine N 100mg,Type-2,Brand-B,50mg,Capsule,90,8820,19182.3,105.82,7.73,Cipla,Yes,2015-09-04,2015-11-27,2015-11-27,2015-11-28,0,8094.51,37646.25,191.82,2015,11,4,November
93,PC-50774,PQ,PO918706,ASN29423,Zimbabwe,PMO - SA,Direct Drop,EXW,Truck,HRDT,Sub-13,Matrix Laboratories,Medicine O 100mg,Type-3,Brand-C,200mg,Tablet,30,2485,39918.82,472.26,6.25,Aurobindo Unit III,No,2015-04-01,2015-05-12,2015-05-17,2015-05-19,5,787.27,300.96,399.19,2015,5,2,May
94,PC-12568,PQS,PO994800,ASN43952,Vietnam,PMO - SA,Direct Drop,DDP,Ocean,HIV test,Sub-14,Cipla Ltd.,Medicine P 100mg,Type-4,Brand-D,50mg,Capsule,30,9880,21533.68,483.4,4.05,Cipla,No,2015-01-26,2015-03-17,2015-03-16,2015-03-19,-1,3111.77,4378.88,215.34,2015,3,1,March
95,PC-72592,PQ,PO246075,ASN37326,Zambia,PMO - NG,From RDC,FCA,Air,Emergency,Sub-15,Ranbaxy Fine Chemicals Limited,Medicine Q 100mg,Type-5,Brand-E,50mg,Capsule,90,7242,86953.41,6.69,2.9,,Yes,2015-09-05,2015-12-03,2015-12-08,2015-12-11,5,7157.96,26420.78,869.53,2015,12,4,December
96,PC-77563,PQ,PO786226,ASN41139,Zambia,PMO - US,From RDC,FCA,Ocean,ANTIMALARIA,Sub-16,Cipla Ltd.,Medicine R 100mg,Type-6,Brand-F,200mg,Solution,60,1744,57222.55,89.42,9.73,Matrix,Yes,2015-02-12,2015-04-30,2015-05-14,2015-05-18,14,1144.71,1641.51,572.23,2015,5,2,May
97,PC-12695,PQ,PO253060,ASN72103,Vietnam,PMO - US,From RDC,EXW,Air,HRDT,Sub-17,Matrix Laboratories,Medicine S 100mg,Type-7,Brand-G,100mg,Tablet,60,1692,50261.34,444.95,2.92,Cipla,Yes,2015-05-28,2015-07-20,2015-07-20,2015-07-21,0,953.26,2663.08,502.61,2015,7,3,July
98,PC-58190,PQS,PO549110,ASN70857,Côte d'Ivoire,PMO - SA,From RDC,DDP,Ocean,HRDT,Sub-18,Ranbaxy Fine Chemicals Limited,Medicine T 100mg,Type-8,Brand-H,100mg,Tablet,30,177,78986.76,23.98,1.38,Hetero Unit III,Yes,2015-04-21,2015-05-29,2015-06-03,2015-06-03,5,62.73,52.2,789.87,2015,6,2,June
99,PC-15258,PQ,PO994995,ASN83638,Vietnam,PMO - NG,From RDC,FCA,Ocean,ARV,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine U 100mg,Type-9,Brand-I,500mg,Capsule,30,5758,13906.33,472.01,3.07,Cipla,Yes,2015-09-16,2015-11-15,2015-11-18,2015-11-18,3,1985.28,2852.42,139.06,2015,11,4,November
100,PC-97538,Non-PQ,PO615340,ASN82652,Uganda,PMO - SA,Direct Drop,EXW,Truck,HRDT,Sub-20,"Aurobindo Unit III, India",Medicine V 100mg,Type-10,Brand-J,100mg,Solution,100,5650,85844.46,193.13,3.34,Hetero Unit III,No,2015-04-23,2015-06-27,2015-06-27,2015-07-01,0,6489.95,3971.14,858.44,2015,6,2,June
101,PC-49504,PQ,PO321516,ASN22937,Haiti,PMO - US,Direct Drop,DDP,Ocean,Emergency,Sub-1,"Aurobindo Unit III, India",Medicine W 100mg,Type-11,Brand-A,100mg,Capsule,60,2793,48847.1,271.65,1.37,Ranbaxy,No,2015-04-10,2015-05-25,2015-05-25,2015-05-25,0,2062.78,1513.96,488.47,2015,5,2,May
102,PC-43159,Non-PQ,PO761034,ASN40161,Uganda,PMO - US,From RDC,CIF,Air,Emergency,Sub-2,Hetero Unit III India,Medicine X 100mg,Type-12,Brand-B,500mg,Capsule,100,7052,14506.89,383.09,7.11,Ranbaxy,Yes,2015-06-08,2015-08-19,2015-09-09,2015-09-10,21,7643.67,24807.71,145.07,2015,9,3,September
103,PC-23986,Non-PQ,PO825898,ASN14383,Uganda,PMO - US,From RDC,FCA,Air,HRDT,Sub-3,Matrix Laboratories,Medicine Y 100mg,Type-13,Brand-C,100mg,Capsule,30,1438,82121.74,125.73,6.23,Matrix,No,2015-05-23,2015-07-24,2015-07-27,2015-07-27,3,502.42,1533.93,821.22,2015,7,3,July
104,PC-71858,PQ,PO455247,ASN95856,Vietnam,PMO - SA,From RDC,FCA,Air,HRDT,Sub-4,Ranbaxy Fine Chemicals Limited,Medicine Z 100mg,Type-14,Brand-D,100mg,Solution,30,3394,46616.75,54.83,3.23,Aurobindo Unit III,No,2015-05-03,2015-06-24,2015-06-27,2015-06-27,3,923.66,4030.03,466.17,2015,6,2,June
105,PC-22666,PQ,PO166446,ASN80043,Haiti,PMO - SA,From RDC,DDP,Air,HRDT,Sub-5,Matrix Laboratories,Medicine A 100mg,Type-15,Brand-E,500mg,Capsule,100,5408,60855.45,405.92,9.93,Cipla,Yes,2015-05-16,2015-07-02,2015-08-31,2015-09-02,60,5695.99,18416.1,608.55,2015,8,3,August
106,PC-48660,PQ,PO653360,ASN24735,Côte d'Ivoire,PMO - NG,Direct Drop,EXW,Air Charter,HIV test,Sub-6,Cipla Ltd.,Medicine B 100mg,Type-1,Brand-F,50mg,Solution,100,6548,89467.28,492.39,6.58,Aurobindo Unit III,Yes,2015-01-27,2015-03-15,2015-03-15,2015-03-16,0,6278.55,27048.41,894.67,2015,3,1,March
107,PC-13561,PQ,PO133717,ASN69919,Zimbabwe,PMO - NG,From RDC,DDP,Air,ANTIMALARIA,Sub-7,Cipla Ltd.,Medicine C 100mg,Type-2,Brand-G,50mg,Tablet,30,5071,89178.47,331.1,7.06,Hetero Unit III,Yes,2015-09-10,2015-11-26,2015-11-26,2015-11-29,0,1520.2,5802.26,891.78,2015,11,4,November
108,PC-36854,PQS,PO318417,ASN92055,Uganda,PMO - US,From RDC,EXW,Truck,Safety,Sub-8,Hetero Unit III India,Medicine D 100mg,Type-3,Brand-H,200mg,Capsule,120,4974,89389.07,413.49,5.62,Aurobindo Unit III,Yes,2015-03-09,2015-05-07,2015-05-07,2015-05-08,0,6679.05,6158.74,893.89,2015,5,2,May
109,PC-74505,PQ,PO257723,ASN77561,Vietnam,PMO - US,Direct Drop,DDP,Ocean,Emergency,Sub-9,Ranbaxy Fine Chemicals Limited,Medicine E 100mg,Type-4,Brand-I,100mg,Tablet,30,4025,42274.83,470.95,5.56,Cipla,Yes,2015-06-03,2015-07-19,2015-07-18,2015-07-20,-1,902.26,1274.75,422.75,2015,7,3,July
110,PC-62251,PQ,PO479346,ASN95455,Zimbabwe,PMO - NG,Direct Drop,CIF,Ocean,HIV test,Sub-10,Ranbaxy Fine Chemicals Limited,Medicine F 100mg,Type-5,Brand-J,500mg,Capsule,60,8014,75210.98,118.15,0.3,Aurobindo Unit III,Yes,2015-01-10,2015-03-28,2015-04-11,2015-04-15,14,4767.38,4682.65,752.11,2015,4,2,April
111,PC-32662,PQ,PO484533,ASN47622,Vietnam,PMO - US,Direct Drop,FCA,Ocean,Safety,Sub-11,Hetero Unit III India,Medicine G 100mg,Type-6,Brand-A,500mg,Tablet,30,2187,24093.82,178.45,7.73,Aurobindo Unit III,Yes,2015-03-21,2015-04-21,2015-04-24,2015-04-26,3,608.07,312.01,240.94,2015,4,2,April
112,PC-18392,Non-PQ,PO209525,ASN48135,South Africa,PMO - NG,From RDC,EXW,Ocean,ARV,Sub-12,Cipla Ltd.,Medicine H 100mg,Type-7,Brand-B,100mg,Solution,90,9429,83286.52,113.42,9.12,Aurobindo Unit III,Yes,2015-07-05,2015-10-02,2015-10-05,2015-10-07,3,8859.04,9750.4,832.87,2015,10,4,October
113,PC-40535,PQ,PO556566,ASN45658,Uganda,PMO - SA,From RDC,CIF,Ocean,ANTIMALARIALS,Sub-13,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-8,Brand-C,100mg,Capsule,30,8970,34830.51,35.58,1.31,Matrix,Yes,2015-05-04,2015-07-26,2015-08-02,2015-08-02,7,2212.7,2141.41,348.31,2015,8,3,August
114,PC-88603,PQ,PO313092,ASN94677,South Africa,PMO - US,Direct Drop,DDP,Ocean,HRDT,Sub-14,Matrix Laboratories,Medicine J 100mg,Type-9,Brand-D,500mg,Capsule,120,7889,46927.33,367.48,7.98,Aurobindo Unit III,Yes,2015-07-17,2015-09-29,2015-09-30,2015-10-02,1,8451.55,12183.14,469.27,2015,9,3,September
115,PC-62256,PQ,PO104646,ASN39696,Côte d'Ivoire,PMO - US,From RDC,EXW,Ocean,Emergency,Sub-15,Ranbaxy Fine Chemicals Limited,Medicine K 100mg,Type-10,Brand-E,500mg,Solution,60,8521,89247.77,77.1,5.39,Cipla,No,2015-02-11,2015-03-28,2015-03-27,2015-03-27,-1,5191.76,7195.4,892.48,2015,3,1,March
116,PC-99135,Non-PQ,PO401857,ASN13773,Nigeria,PMO - NG,From RDC,EXW,Truck,Safety,Sub-16,Cipla Ltd.,Medicine L 100mg,Type-11,Brand-F,500mg,Tablet,30,2928,80768.26,50.89,2.92,,Yes,2015-09-24,2015-12-16,2015-12-15,2015-12-15,-1,746.13,693.74,807.68,2015,12,4,December
117,PC-45222,PQ,PO430080,ASN34956,Zambia,PMO - SA,Direct Drop,CIF,Ocean,ARV,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine M 100mg,Type-12,Brand-G,200mg,Tablet,100,2412,95298.61,182.03,9.22,Aurobindo Unit III,Yes,2015-05-01,2015-07-18,2015-07-19,2015-07-21,1,2723.47,3493.55,952.99,2015,7,3,July
118,PC-87373,PQ,PO275403,ASN25819,Haiti,PMO - US,Direct Drop,DDP,Ocean,Emergency,Sub-18,,Medicine N 100mg,Type-13,Brand-H,50mg,Solution,60,6558,36983.83,34.98,0.27,Matrix,No,2015-05-26,2015-08-12,2015-08-19,2015-08-21,7,3666.72,2749.25,369.84,2015,8,3,August
119,PC-89575,PQ,PO384329,ASN11528,Vietnam,PMO - US,Direct Drop,CIF,Ocean,ANTIMALARIALS,Sub-19,"Aurobindo Unit III, India",Medicine O 100mg,Type-14,Brand-I,500mg,Tablet,60,6871,15957.44,93.88,2.81,Hetero Unit III,Yes,2015-03-11,2015-04-20,2015-04-20,2015-04-23,0,3993.7,4298.94,159.57,2015,4,2,April
120,PC-94651,PQ,PO446407,ASN96491,Côte d'Ivoire,PMO - NG,From RDC,DDP,Air,Safety,Sub-20,Ranbaxy Fine Chemicals Limited,Medicine P 100mg,Type-15,Brand-J,50mg,Solution,120,7782,91130.63,39.62,8.87,Aurobindo Unit III,No,2015-04-02,2015-06-07,2015-06-12,2015-06-14,5,11423.34,51842.99,911.31,2015,6,2,June
121,PC-73335,PQ,PO854016,ASN54588,Côte d'Ivoire,PMO - SA,Direct Drop,CIF,Air,HRDT,Sub-1,Hetero Unit III India,Medicine Q 100mg,Type-1,Brand-A,100mg,Tablet,100,5742,49822.28,439.25,4.86,Matrix,Yes,2015-06-26,2015-09-17,2015-09-17,2015-09-20,0,4766.87,20779.87,498.22,2015,9,3,September
122,PC-20965,Non-PQ,PO676395,ASN80585,Côte d'Ivoire,PMO - NG,From RDC,CIF,Air,Emergency,Sub-2,Hetero Unit III India,Medicine R 100mg,Type-2,Brand-B,50mg,Solution,90,8198,89050.68,390.97,6.03,Ranbaxy,Yes,2015-04-03,2015-06-02,2015-06-03,2015-06-07,1,8752.39,39135.16,890.51,2015,6,2,June
123,PC-34538,PQS,PO869153,ASN30511,Uganda,PMO - SA,From RDC,CIF,Ocean,HRDT,Sub-3,Matrix Laboratories,Medicine S 100mg,Type-3,Brand-C,50mg,Solution,30,9684,73475.29,430.46,7.52,Cipla,Yes,2015-07-14,2015-09-15,2015-09-12,2015-09-16,-3,3057.8,2989.23,734.75,2015,9,3,September
124,PC-80592,PQ,PO559770,ASN20119,South Africa,PMO - SA,From RDC,CIF,Ocean,ANTIMALARIALS,Sub-4,Ranbaxy Fine Chemicals Limited,Medicine T 100mg,Type-4,Brand-D,50mg,Solution,90,3835,87605.49,434.82,1.56,Ranbaxy,Yes,2015-03-19,2015-05-12,2015-05-13,2015-05-14,1,3585.24,2745.4,876.05,2015,5,2,May
125,PC-18110,PQS,PO903995,ASN85893,Zambia,PMO - NG,Direct Drop,DDP,Air Charter,HIV test,Sub-5,Matrix Laboratories,Medicine U 100mg,Type-5,Brand-E,100mg,Solution,100,2124,65817.57,472.53,2.23,Cipla,Yes,2015-07-26,2015-10-04,2015-10-03,2015-10-05,-1,2029.46,8629.84,658.18,2015,10,4,October
126,PC-89309,PQ,PO695017,ASN26167,Uganda,PMO - NG,Direct Drop,FCA,Air Charter,Safety,Sub-6,Cipla Ltd.,Medicine V 100mg,Type-6,Brand-F,50mg,Tablet,60,7977,81424.83,97.39,9.99,Hetero Unit III,No,2015-07-02,2015-09-21,2015-09-28,2015-09-30,7,5440.27,27821.42,814.25,2015,9,3,September
127,PC-37266,PQS,PO377845,ASN66503,Nigeria,PMO - SA,Direct Drop,CIF,Air,ANTIMALARIALS,Sub-7,Cipla Ltd.,Medicine W 100mg,Type-7,Brand-G,50mg,Capsule,120,1760,12913.26,450.5,2.45,Matrix,Yes,2015-02-27,2015-04-28,2015-05-19,2015-05-21,21,2095.4,4313.51,129.13,2015,5,2,May
128,PC-62992,PQS,PO300144,ASN97789,Haiti,PMO - NG,From RDC,DDP,Ocean,ANTIMALARIALS,Sub-8,"Aurobindo Unit III, India",Medicine X 100mg,Type-8,Brand-H,200mg,Tablet,120,329,96861.17,264.89,5.44,Hetero Unit III,No,2015-01-14,2015-04-12,2015-04-09,2015-04-13,-3,434.7,359.27,968.61,2015,4,2,April
129,PC-92948,PQ,PO839782,ASN44889,Haiti,PMO - US,Direct Drop,FCA,Air Charter,Emergency,Sub-9,"Aurobindo Unit III, India",Medicine Y 100mg,Type-9,Brand-I,100mg,Solution,60,9913,18916.94,87.28,3.06,Ranbaxy,No,2015-09-09,2015-11-02,2015-11-03,2015-11-04,1,6127.79,47858.15,189.17,2015,11,4,November
130,PC-16910,PQS,PO595339,ASN55678,Zambia,PMO - US,Direct Drop,EXW,Ocean,Safety,Sub-10,Ranbaxy Fine Chemicals Limited,Medicine Z 100mg,Type-10,Brand-J,50mg,Capsule,120,6541,3425.77,329.61,8.53,Matrix,Yes,2015-03-05,2015-04-11,2015-04-16,2015-04-18,5,6244.39,4793.1,34.26,2015,4,2,April
131,PC-10206,PQ,PO876903,ASN70262,Haiti,PMO - US,From RDC,EXW,Ocean,ANTIMALARIA,Sub-11,Ranbaxy Fine Chemicals Limited,Medicine A 100mg,Type-11,Brand-A,100mg,Capsule,90,1678,53549.93,166.87,9.62,Ranbaxy,No,2015-06-05,2015-07-05,2015-07-02,2015-07-02,-3,1653.1,2364.47,535.5,2015,7,3,July
132,PC-97054,PQ,PO752619,ASN14681,Haiti,PMO - US,From RDC,CIF,Air Charter,HRDT,Sub-12,Matrix Laboratories,Medicine B 100mg,Type-12,Brand-B,500mg,Tablet,60,6129,71479.31,28.0,1.5,Aurobindo Unit III,No,2015-03-22,2015-05-25,2015-05-28,2015-05-31,3,4244.66,33495.41,714.79,2015,5,2,May
133,PC-97897,PQ,PO784770,ASN90291,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Safety,Sub-13,Matrix Laboratories,Medicine C 100mg,Type-13,Brand-C,50mg,Solution,30,3887,71925.42,43.93,6.05,Ranbaxy,No,2015-06-27,2015-09-13,2015-10-04,2015-10-05,21,1070.87,2472.14,719.25,2015,10,4,October
134,PC-33419,PQ,PO199280,ASN76008,Zimbabwe,PMO - NG,Direct Drop,CIF,Air Charter,Emergency,Sub-14,Ranbaxy Fine Chemicals Limited,Medicine D 100mg,Type-14,Brand-D,100mg,Solution,30,380,34584.05,214.74,8.13,,Yes,2015-07-09,2015-09-27,2015-09-28,2015-10-02,1,116.75,846.07,345.84,2015,9,3,September
135,PC-60636,PQS,PO814075,ASN23690,Nigeria,PMO - SA,From RDC,CIF,Ocean,HRDT,Sub-15,Ranbaxy Fine Chemicals Limited,Medicine E 100mg,Type-15,Brand-E,50mg,Solution,100,2615,75629.35,414.11,8.25,Hetero Unit III,Yes,2015-01-21,2015-04-18,2015-04-21,2015-04-21,3,2858.93,4142.08,756.29,2015,4,2,April
136,PC-60015,Non-PQ,PO138665,ASN35912,South Africa,PMO - NG,From RDC,FCA,Ocean,HIV test,Sub-16,"Aurobindo Unit III, India",Medicine F 100mg,Type-1,Brand-F,50mg,Solution,60,2555,84413.45,158.96,4.46,Aurobindo Unit III,Yes,2015-01-14,2015-03-16,2015-03-16,2015-03-20,0,1687.69,1198.75,844.13,2015,3,1,March
137,PC-64268,PQ,PO378101,ASN16473,Vietnam,PMO - US,From RDC,EXW,Air,Safety,Sub-17,"Aurobindo Unit III, India",Medicine G 100mg,Type-2,Brand-G,500mg,Solution,90,6093,61391.16,384.23,2.33,Matrix,No,2015-09-25,2015-11-06,2015-11-09,2015-11-11,3,4603.3,14524.16,613.91,2015,11,4,November
138,PC-97939,PQS,PO932440,ASN51298,Nigeria,PMO - US,Direct Drop,CIF,Air Charter,HIV test,Sub-18,"Aurobindo Unit III, India",Medicine H 100mg,Type-3,Brand-H,200mg,Capsule,60,868,39213.21,32.59,3.93,Ranbaxy,Yes,2015-07-27,2015-10-05,2015-10-19,2015-10-21,14,568.93,4182.73,392.13,2015,10,4,October
139,PC-28141,PQS,PO948352,ASN28669,Uganda,PMO - NG,Direct Drop,EXW,Ocean,ANTIMALARIA,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-4,Brand-I,100mg,Tablet,60,3186,61743.88,199.9,7.54,Ranbaxy,Yes,2015-03-12,2015-06-03,2015-06-03,2015-06-06,0,1783.31,1142.46,617.44,2015,6,2,June
140,PC-90356,PQ,PO883573,ASN91998,Haiti,PMO - NG,From RDC,FCA,Ocean,ANTIMALARIA,Sub-20,Matrix Laboratories,Medicine J 100mg,Type-5,Brand-J,50mg,Tablet,90,645,86360.81,68.08,9.94,Ranbaxy,Yes,2015-05-13,2015-06-23,2015-06-28,2015-06-29,5,556.53,589.94,863.61,2015,6,2,June
141,PC-81910,PQ,PO788235,ASN30943,Zimbabwe,PMO - SA,Direct Drop,EXW,Air Charter,ANTIMALARIA,Sub-1,Hetero Unit III India,Medicine K 100mg,Type-6,Brand-A,500mg,Tablet,120,6151,90146.7,432.46,5.59,Matrix,Yes,2015-09-16,2015-11-05,2015-11-08,2015-11-12,3,8356.83,41497.08,901.47,2015,11,4,November
142,PC-66044,PQ,PO213828,ASN48785,Vietnam,PMO - US,Direct Drop,FCA,Truck,HIV test,Sub-2,Hetero Unit III India,Medicine L 100mg,Type-7,Brand-B,500mg,Capsule,90,4346,4120.15,484.13,2.03,Hetero Unit III,Yes,2015-05-27,2015-08-11,2015-08-11,2015-08-12,0,4649.94,3885.29,41.2,2015,8,3,August
143,PC-77214,PQ,PO756986,ASN73427,Uganda,PMO - NG,Direct Drop,FCA,Air Charter,ANTIMALARIALS,Sub-3,Matrix Laboratories,Medicine M 100mg,Type-8,Brand-C,200mg,Capsule,60,6033,13117.46,166.18,0.52,Aurobindo Unit III,Yes,2015-04-24,2015-06-07,2015-06-07,2015-06-10,0,3683.23,23848.7,131.17,2015,6,2,June
144,PC-43827,Non-PQ,PO190815,ASN72001,Zambia,PMO - SA,From RDC,FCA,Air,Emergency,Sub-4,Matrix Laboratories,Medicine N 100mg,Type-9,Brand-D,200mg,Tablet,60,6861,1446.89,494.49,9.44,Matrix,Yes,2015-01-11,2015-04-04,2015-04-04,2015-04-04,0,4362.38,16808.33,14.47,2015,4,2,April
